,,Mujer, 709 , 701 , 6 , 2 , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , - , - , - , - , 1 , 33 , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , 1 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 19 , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , - , 1 , - , 16 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , 15 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , 3 , 21 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 8 , - , - , - , 4 , 2 , 5 , 1 , - , - , - , 1 , 2 , 1 , 1 , 3 , 4 , 4 , 103 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 33 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 3 , 22 , - , - , - , - , - , 1 , - , - , - , - , 1 , 1 , 1 , - , 1 , 1 , 15 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , 1 , - , - , 2 , 1 , 32 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , 1 , 1 , - , 1 , 2 , - , - , - , 3 , 3 , 2 , 6 , 147 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 2 , 83 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 4 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 Enfermedades cerebrovasculares,Total:,," 5,099 "," 5,069 ", 18 , 12 , - , - , - , 1 , - , - , 1 , 1 , - , 3 , 2 , 2 , 7 , 3 , 7 , 12 , 13 , 196 , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , 3 , 3 , 89 , - , - , - , - , - , - , - , - , 2 , 1 , - , - , 3 , 1 , 2 , 6 , 5 , 56 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 2 , 1 , 3 , - , 43 , - , - , - , - , - , 1 , - , 1 , 3 , 2 , - , 1 , 7 , 2 , 11 , 8 , 8 , 119 , - , - , - , - , - , - , - , 1 , 2 , - , 1 , 3 , 3 , 2 , 4 , 7 , 3 , 127 , - , - , - , 2 , - , 1 , 2 , - , - , 1 , 1 , 1 , 7 , 8 , 6 , 14 , 17 , 137 , - , - , - , - , - , - , 1 , - , 2 , 1 , 3 , 4 , 5 , 9 , 11 , 13 , 136 , - , - , - , 3 , 1 , 1 , 2 , 8 , 11 , 14 , 12 , 26 , 32 , 55 , 68 , 100 , 129 , 911 , - , - , 1 , - , - , - , - , - , 1 , - , 3 , 4 , 1 , 6 , 2 , 6 , 119 , - , - , - , - , - , - , - , 1 , 1 , - , 1 , 4 , 2 , 5 , 4 , 10 , 10 , 93 , - , - , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 5 , 4 , 12 , 17 , 22 , 23 , 241 , - , - , - , - , 2 , - , - , - , 4 , 4 , 5 , 8 , 11 , 9 , 27 , 31 , 34 , 48 , 472 , - , - , - , - , 1 , - , 1 , - , 1 , - , - , 2 , 1 , 1 , 1 , 1 , 1 , 22 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 2 , - , 1 , 6 , - , - , - , - , - , - , 2 , 1 , - , 1 , - , - , 1 , 1 , - , 3 , 13 , - , - , - , - , 1 , 2 , 3 , 2 , 3 , 5 , 11 , 10 , 18 , 17 , 26 , 40 , 54 , 532 , - , - , - , - , 1 , - , - , - , - , - , 2 , 1 , 3 , 3 , 5 , 6 , 5 , 12 , 148 , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , - , - , - , 9 , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , 2 , 3 , 4 , 20 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 2 , 1 , 1 , 12 , - , - , 1 , - , - , 1 , 1 , 1 , 2 , 5 , 2 , 5 , 4 , 7 , 4 , 13 , 121 , - , - , - , - , - , - , - , 1 , - , - , 2 , 2 , 1 , 3 , 3 , 4 , 9 , 58 , - , - , - , - , - , 2 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre," 2,625 "," 2,614 ", 6 , 5 , - , - , - , 1 , - , - , - , 1 , - , 1 , - , 1 , 4 , 1 , 4 , 6 , 6 , 77 , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , 2 , 1 , 45 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , - , 2 , 4 , 3 , 28 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 3 , - , 20 , - , - , - , - , - , - , - , - , 3 , - , - , - , 5 , 2 , 3 , 5 , 5 , 48 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 6 , 3 , 56 , - , - , - , 1 , - , 1 , 1 , - , - , 1 , 1 , - , 4 , 6 , 4 , 5 , 12 , 69 , - , - , - , - , - , - , 1 , - , 2 , 1 , 1 , 2 , 4 , 6 , 6 , 8 , 80 , - , - , - , 2 , 1 , - , - , 7 , 8 , 9 , 9 , 21 , 24 , 30 , 34 , 55 , 74 , 470 , - , - , 1 , - , - , - , - , - , - , - , 2 , 3 , 1 , 3 , 1 , 4 , 51 , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 1 , 3 , 4 , 4 , 8 , 41 , - , - , 1 , 1 , 1 , - , 1 , 2 , 1 , 2 , 4 , 2 , 6 , 7 , 15 , 12 , 116 , - , - , - , - , 1 , - , - , - , 3 , 3 , 2 , 7 , 6 , 7 , 17 , 21 , 26 , 30 , 257 , - , - , - , - , - , - , 1 , - , - , - , - , 2 , 1 , - , - , 1 , - , 12 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , 3 , - , - , - , - , - , - , 1 , - , - , 1 , - , - , 1 , - , - , 1 , 6 , - , - , - , - , 1 , 2 , 3 , 2 , 2 , 5 , 7 , 7 , 15 , 7 , 16 , 23 , 29 , 234 , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , 1 , 3 , 3 , 2 , 6 , 60 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , 3 , 13 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , 1 , 8 , - , - , 1 , - , - , - , - , 1 , 1 , 4 , 2 , 3 , 1 , 3 , 2 , 7 , 60 , - , - , - , - , - , - , - , 1 , - , - , 1 , 2 , 1 , 2 , 2 , 3 , 7 , 24 , - , - , - , - , - , 2 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer," 2,474 "," 2,455 ", 12 , 7 , - , - , - , - , - , - , 1 , - , - , 2 , 2 , 1 , 3 , 2 , 3 , 6 , 7 , 119 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 2 , 44 , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , 1 , - , 2 , 2 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , - , - , 23 , - , - , - , - , - , 1 , - , 1 , - , 2 , - , 1 , 2 , - , 8 , 3 , 3 , 71 , - , - , - , - , - , - , - , 1 , 2 , - , 1 , 2 , 2 , 2 , 2 , 1 , - , 71 , - , - , - , 1 , - , - , 1 , - , - , - , - , 1 , 3 , 2 , 2 , 9 , 5 , 68 , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 1 , 3 , 5 , 5 , 56 , - , - , - , 1 , - , 1 , 2 , 1 , 3 , 5 , 3 , 5 , 8 , 25 , 34 , 45 , 55 , 441 , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , 3 , 1 , 2 , 68 , - , - , - , - , - , - , - , 1 , - , - , 1 , 2 , 1 , 2 , - , 6 , 2 , 52 , - , - , - , - , - , 1 , 1 , - , 1 , - , 1 , 2 , 6 , 10 , 7 , 11 , 125 , - , - , - , - , 1 , - , - , - , 1 , 1 , 3 , 1 , 5 , 2 , 10 , 10 , 8 , 18 , 215 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , 1 , 1 , - , 1 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 1 , 3 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , 1 , - , 2 , 7 , - , - , - , - , - , - , - , - , 1 , - , 4 , 3 , 3 , 10 , 10 , 17 , 25 , 298 , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 2 , 2 , 2 , 3 , 3 , 6 , 88 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 3 , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , 4 , - , - , - , - , - , 1 , 1 , - , 1 , 1 , - , 2 , 3 , 4 , 2 , 6 , 61 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 1 , 2 , 34 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43 Aterosclerosis,Total:,, 24 , 23 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 10 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 14 , 13 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Aneurisma y disección aórticos,Total:,, 180 , 180 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , 1 , 4 , 2 , 3 , 22 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 2 , 1 , 16 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , - , 2 , 1 , 3 , 1 , 26 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 125 , 125 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , 1 , 3 , 2 , 3 , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 1 , 1 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , 2 , 1 , 3 , 1 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 55 , 55 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 Enfermedades respiratorias agudas excepto influenza y neumonía,Total:,, 65 , 63 , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , 1 , - , - , - , - , 2 , - , 1 , - , - , - , - , 1 , - , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , 1 , - , 6 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , 2 , - , - , - , - , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 36 , 35 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 2 , - , - , - , - , - , - , 1 , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
