Tipo muerte SRMCE2;Año I;Canton;Provincia;Cuenta Victima;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;Años Privac;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes22;antecedVBG vic vict;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Causa2;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Gedad Vict;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;NDD;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict23;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
OTRAS MUERTES VIOLENTAS;2022;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;52;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;DIVORCIADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;15/9/2022;;NO IDENTIFICADO;14/9/2022;18/9/2022;14/9/2022;19/9/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;18:00;19:00;30/12/1899 12:27:00;72157;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,0925114;-78,4341209;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101822093355;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA CONTUNDENTE;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;56;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;21/1/2023;;NO IDENTIFICADO;20/1/2023;29/1/2023;20/1/2023;24/1/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;03:30;22:00;30/12/1899 15:21:00;75747;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,094428;-78,509185;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Enero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101823014325;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA COMUNITARIA;RIÑAS;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;60;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;1/3/2022;;NO IDENTIFICADO;26/2/2022;27/2/2022;26/2/2022;3/3/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;21:00;23:00;30/12/1899 15:04:00;66945;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,248736;-78,31207;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101822030427;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;SOFOCACION;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;COMERCIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;CONSTRICTORA;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;59;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;29/9/2022;;NO IDENTIFICADO;29/9/2022;2/10/2022;29/9/2022;27/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SIN DATO;17:20;07:00;30/12/1899 9:04:00;72543;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,2246179;-78,5167043;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101822104792;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;ARTESANO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;70;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;28/8/2022;;NO IDENTIFICADO;28/8/2022;4/9/2022;28/8/2022;1/9/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SI;23:30;12:00;30/12/1899 10:13:00;71651;NO APLICA;SI;SAI;NO IDENTIFICADO;-0,309211;-78,567453;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;8;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101822090058;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;ESTRANGULACION;NO APLICA;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;OTROS;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;13;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;16/2/2023;;NO IDENTIFICADO;16/2/2023;19/2/2023;16/2/2023;6/3/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;MENORES DE 15 AÑOS;NO IDENTIFICADO;NO;NO;20:00;16:10;30/12/1899 10:33:00;76518;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,992843;-79,977249;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823030975;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Adolescente;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;NINGUNA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;DURAN;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;14;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;5/4/2022;;NO IDENTIFICADO;5/4/2022;10/4/2022;5/4/2022;8/4/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;MENORES DE 15 AÑOS;NO IDENTIFICADO;NO;NO;10:30;03:00;30/12/1899 10:31:00;67915;NO APLICA;SIN DATO;SAI;NO IDENTIFICADO;-2,161282;-79,791204;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Abril;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090701822040097;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Adolescente;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;RIOBAMBA;CHIMBORAZO;1;140 ASESINATO, INC.1, NUM. 1;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;NO APLICA;NO;;NO;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;06;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;3;19;NO APLICA;JUICIO;TRÁMITE;NO APLICA;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;21/11/2022;5/3/2023;22/11/2022;21/11/2022;11/12/2022;21/11/2022;23/11/2022;22/11/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;ENTRE 15 Y 24 AÑOS;NO;NO APLICA;16:20;09:00;30/12/1899 13:09:00;73997;NO APLICA;NO;FLAGRANCIA;NO;-0,3240148;-78,54864551;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;060101822110395;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Niña;NINGUNO;NINGUNO;EDUCACION BASICA;1;NO APLICA;06282202202449;NO APLICA;NO APLICA;SIN DATO;NO APLICA;NO APLICA;SI;FRAUDE PROCESAL;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO APLICA;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;GUAYAQUIL;GUAYAS;1;140 ASESINATO, INC.1, NUM. 6;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;NO APLICA;NO;;NO;NO APLICA;URBANA;PRENDA TEXTIL;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;0;26;NO APLICA;JUICIO;TRÁMITE;NO APLICA;NO APLICA;CASADO/A;MESTIZO/A;MESTIZO/A;29/6/2021;10/4/2022;2/7/2021;29/6/2021;;29/6/2021;30/6/2021;30/6/2021;;30/12/1899 0:00:00;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;ENTRE 25 Y 34 AÑOS;NO;NO APLICA;10:00;03:00;30/12/1899 10:43:00;61603;NO APLICA;;FLAGRANCIA;SIN DATO;-2,09961166;-79,93655833;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;Junio;NO APLICA;NO APLICA;ECUADOR;ECUADOR;090101821065204;;NO;140 ASESINATO;140 ASESINATO;Niña;SIN DATO;NO APLICA;EDUCACION BASICA;1;NO APLICA;09281202101888;NO APLICA;NO APLICA;CHOFER;NO APLICA;NO APLICA;NO;NO;;NO;SOFOCACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;CHOFER PROFESIONAL;NO;NO APLICA;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;NO APLICA;NO;;NO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;5;27;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;DIVORCIADO/A;BLANCO/A;MESTIZO/A;5/8/2022;;30/12/1899;5/8/2022;14/8/2022;5/8/2022;8/8/2022;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;ENTRE 25 Y 34 AÑOS;NO;NO APLICA;04:10;00:30;30/12/1899 9:41:00;71030;NO APLICA;NO;FLAGRANCIA;SI;-2,192238;-79,964696;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;8;NO APLICA;NO APLICA;ECUADOR;ECUADOR;090101822081483;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Niña;NINGUNO;NINGUNO;BACHILLERATO;1;NO APLICA;;NO APLICA;NINGUNA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;SICOPATOLOGIAS;TRANSTORNOS MENTALES;NO APLICA;NINGUNA;GERENTE;NO;NO APLICA;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;MUJER;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO;NO APLICA;NO;;NO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;SOSPECHOSO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;3;SIN DATO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;SOLTERO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;MESTIZO/A;19/11/2021;2/1/2022;NO APLICA;19/11/2021;;19/11/2021;21/11/2021;21/11/2021;;30/12/1899 0:00:00;NO APLICA;NO APLICA;MENORES DE 15 AÑOS;SIN DATO;NO;NO APLICA;17:50;14:00;30/12/1899 6:20:00;64596;NO APLICA;NO;SAI;NO;-0,062524;-78,432906;DOMICILIO DE LA VICTIMA;CASA/VILLA;SIN DATO;SIN DATO;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;170101821113432;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;Niña;SIN DATO;NO APLICA;SIN DATO;1;NO APLICA;17282202102731;NO APLICA;NO APLICA;TRABAJO DOMESTICO NO REMUNERADO;SIN DATO;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;NINGUNA;SIN DATO;NO APLICA;NO APLICA;OTROS NO FAMILIARES;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;MUJER;NO APLICA;ARMA CONTUNDENTE;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;12;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/10/2022;;NO IDENTIFICADO;20/10/2022;23/10/2022;20/10/2022;21/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;MENORES DE 15 AÑOS;NO IDENTIFICADO;NO;NO;10:00;22:30;30/12/1899 3:34:00;73198;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,262136;-79,878593;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822103923;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Niña;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;LA TRONCAL;CAÑAR;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;03;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;8;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;NO APLICA;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/3/2022;;NO IDENTIFICADO;7/2/2022;27/3/2022;22/3/2022;12/7/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;MENORES DE 15 AÑOS;NO IDENTIFICADO;NO;NO APLICA;11:30;23:30;30/12/1899 14:29:00;67500;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,426926;-79,344796;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;VENEZUELA;NO IDENTIFICADO;030401822070082;NO APLICA;NO;140 ASESINATO;140 ASESINATO;Niña;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
